This Pfam domain was detected only during IHH-specific iterations? 0 = No, 1 = Yes	Pfam AC	Pfam ID, description	Protein AC	Protein length	Start hit coordinate on protein, aa	End hit coordinate on protein, aa	P_IHH	P_protein	P_domain	Virus genome	The most senior rank to which virus is classified	The 2nd most senior rank to which virus is classified	Virus taxonomy	target length	target Neff	query length #1	probability #1	pvalue #1	score #1	SS score #1	query coordinates #1	target coordinates #1	query length #2	probability #2	pvalue #2	score #2	SS score #2	query coordinates #2	target coordinates #2	Probab2
0	PF09416.9	UPF1_Zn_bind, RNA helicase (UPF2 interacting domain)	YP_004598981.2	5088	3609	3673	97	94.4	97.2	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, Alphamesonivirus, Cavally virus	154	5.1	5088	94.4	8.8e-07	60.3	4.2	1-5088	2-77	452	97.0	1.7e-08	58.8	4.2	3472-3923	2-77	2	97.16321348427525
0	PF09416.9	UPF1_Zn_bind, RNA helicase (UPF2 interacting domain)	YP_004767305.1	5092	3613	3676	96.7	93.2	96.9	plus_ssRNA	Nidovirales	Mesoniviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Mesoniviridae, Alphamesonivirus, Nam Dinh virus	154	5.1	5092	93.2	1.7e-06	58.2	3.7	1-5092	2-76	461	96.7	3.5e-08	57.0	3.7	3476-3936	2-76	2	96.85585422776201
0	PF09416.9	UPF1_Zn_bind, RNA helicase (UPF2 interacting domain)	YP_009333345.1	4867	3506	3594	97.3	94.8	97.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai Nido-like virus 1	154	5.1	4867	94.8	4.6e-07	62.2	3.2	1-4867	2-122	364	97.3	4.4e-09	61.0	3.2	3399-3762	2-122	2	97.39048739429938
0	PF11492.7	Dicistro_VP4, Cricket paralysis virus, VP4	YP_009330001.1	2678	2123	2178	97.7	94.2	97.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 62	57	3.7	2678	94.2	7e-07	51.3	2.6	1-2678	2-57	119	97.7	5.4e-10	51.3	2.6	2114-2232	2-57	2	97.7210356186154
0	PF11492.7	Dicistro_VP4, Cricket paralysis virus, VP4	YP_009330023.1	2680	2028	2079	96.4	86.2	95.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 73	57	3.7	2680	86.2	1.1e-05	43.6	2.3	1-2680	6-57	133	96.4	5.5e-08	42.5	2.3	2017-2149	6-57	2	96.62110970532277
0	PF11492.7	Dicistro_VP4, Cricket paralysis virus, VP4	YP_009333498.1	2939	2188	2243	96.6	88	95.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 96	57	3.7	2939	88.0	1.6e-05	43.0	4.4	1-2939	2-57	135	96.6	9.4e-08	41.5	4.4	2168-2302	2-57	2	96.87021798651205
0	PF11492.7	Dicistro_VP4, Cricket paralysis virus, VP4	YP_009333517.1	2471	1854	1904	97	91.1	96.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 50	57	3.7	2471	91.1	2.1e-06	47.9	1.1	1-2471	7-57	132	97.0	5.8e-09	47.1	1.1	1825-1956	7-57	2	97.1256938980767
0	PF11492.7	Dicistro_VP4, Cricket paralysis virus, VP4	YP_009336706.1	2615	1963	2014	96.4	86.6	95.5	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 27	57	3.7	2615	86.6	1e-05	43.7	2.3	1-2615	6-57	133	96.4	5.4e-08	42.5	2.3	1952-2084	6-57	2	96.64034869637867
0	PF11492.7	Dicistro_VP4, Cricket paralysis virus, VP4	YP_009336819.1	2603	2047	2097	97.5	92.9	96.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Shahe picorna-like virus 10	57	3.7	2603	92.9	1e-06	50.0	1.3	1-2603	7-57	106	97.5	8.9e-10	49.5	1.3	2028-2133	7-57	2	97.55586079625729
0	PF11492.7	Dicistro_VP4, Cricket paralysis virus, VP4	YP_009337258.1	2456	1884	1936	97.9	95	97.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 24	57	3.7	2456	95.0	1.1e-07	55.9	-0.6	1-2456	5-57	100	97.9	4.7e-11	55.0	-0.6	1874-1973	5-57	2	97.93745239883017
0	PF11492.7	Dicistro_VP4, Cricket paralysis virus, VP4	YP_009345905.1	2777	2250	2302	97.6	92.7	96.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 59	57	3.7	2777	92.7	1.2e-06	50.0	1.4	1-2777	5-57	98	97.6	5.8e-10	49.9	1.4	2242-2339	5-57	2	97.6189246839198
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009104371.1	1167	522	679	96.1	94.4	96.4	plus_ssRNA	Picornavirales	Secoviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Secoviridae, Torradovirus, Carrot torradovirus 1	195	8.8	1167	94.4	7.1e-06	44.5	9.5	1-1167	22-180	461	96.1	1.4e-06	44.2	9.6	247-707	22-180	2	96.14831401595482
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009329824.1	2415	1843	1977	95.8	94	96.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Bivalve RNA virus G4	195	8.8	2415	94.0	5.9e-06	48.5	8.6	1-2415	65-188	867	95.8	1.2e-06	48.0	8.6	1549-2415	65-188	2	95.9482015502087
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009329824.1	2415	2066	2201	95.6	93.6	96.6	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Bivalve RNA virus G4	195	8.8	2415	93.6	1.4e-05	45.8	10.6	1-2415	59-189	867	95.6	3.5e-06	45.0	10.6	1549-2415	59-189	2	95.78303126066943
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009333460.1	3113	2321	2465	96.4	88.6	95.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 110	195	8.8	3113	88.6	1.4e-05	47.0	4.9	1-3113	16-164	300	96.4	7.9e-08	48.8	3.6	2167-2466	16-160	3	96.29533457714565
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009333572.1	1203	1025	1174	96.1	93.1	96.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai sea slater virus 2	195	8.8	1203	93.1	1.5e-05	42.6	9.1	1-1203	22-180	272	96.1	1.5e-06	41.2	9.1	932-1203	22-180	3	96.38569380930642
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009333602.1	2544	1813	1965	96.5	90.7	96.5	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai sesarmid crab virus 2	195	8.8	2544	90.7	2.4e-06	51.5	1.2	1-2544	57-188	300	96.5	2.3e-08	51.8	1.2	1681-1980	57-189	3	96.45173250844383
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009333607.1	3552	2585	2765	95.2	88.9	96.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 87	195	8.8	3552	88.9	1.1e-05	48.4	4.4	1-3552	13-191	745	95.2	5.7e-07	49.1	4.4	2180-2924	13-191	3	94.97201038824763
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009333607.1	3552	2925	3056	96	94.2	97.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 87	195	8.8	3552	94.2	6.4e-07	57.2	2.6	1-3552	66-190	1373	96.0	9.3e-08	57.7	2.6	2180-3552	66-191	2	95.91269222674721
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009336630.1	2578	2387	2542	95.2	89	95.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Changjiang crawfish virus 6	195	8.8	2578	89.0	4.8e-05	42.4	8.9	1-2578	28-180	412	95.2	3.8e-06	41.0	8.9	2167-2578	28-180	3	95.6553019404068
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009336687.1	3398	436	575	96.3	89.5	96.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou bivalvia virus 1	195	8.8	3398	89.5	5.1e-05	43.4	9.7	1-3398	57-190	300	96.3	1.2e-06	42.1	9.7	317-616	57-190	4	96.52424164453072
0	PF12264.7	Waikav_capsid_1, Waikavirus capsid protein 1	YP_009337351.1	2920	2107	2279	96.6	92.6	96.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 65	195	8.8	2920	92.6	4e-06	50.6	5.1	1-2920	19-186	300	96.6	8.4e-08	48.7	5.1	1986-2285	19-189	5	96.92243840470118
0	PF12267.7	DUF3614, Protein of unknown function (DUF3614)	NP_835244.2	3390	663	751	97.1	91.3	96.5	plus_ssRNA	Closteroviridae	Closterovirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Closteroviridae, Closterovirus, unclassified Closterovirus, Grapevine rootstock stem lesion associated virus	193	4.5	3390	91.3	4.9e-06	54.7	4.5	1-3390	105-193	181	97.1	1.4e-08	55.6	4.5	573-753	105-193	2	97.03743380299491
0	PF12267.7	DUF3614, Protein of unknown function (DUF3614)	YP_337911.1	2936	675	757	97.1	92.1	96.6	plus_ssRNA	Closteroviridae	Closterovirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Closteroviridae, Closterovirus, Grapevine leafroll-associated virus 2	193	4.5	2936	92.1	4e-06	54.7	4.8	1-2936	112-193	187	97.1	1.3e-08	56.0	3.8	574-760	112-193	2	97.0442820032084
0	PF12380.7	Peptidase_C62, Gill-associated viral 3C-like peptidase	YP_009336549.1	6730	3334	3463	95.3	89.2	95.6	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenling nido-like virus 1	284	1.1	6730	89.2	1.1e-05	54.0	5.3	1-6730	114-248	412	95.3	6.1e-07	52.9	5.3	3128-3539	114-248	2	95.66870030069563
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	NP_620559.1	3085	2239	2434	96.3	94.6	97.2	plus_ssRNA	Picornavirales	Iflaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Iflaviridae, Iflavirus, Infectious flacherie virus	231	10.0	3085	94.6	3.7e-06	50.4	8.9	1-3085	35-222	1017	96.3	5.4e-07	50.1	8.9	1449-2465	35-222	2	96.37478536416725
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	NP_620112.1	2266	1386	1446	95.5	86	93.9	plus_ssRNA	Picornavirales	Secoviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Secoviridae, Comovirinae, Nepovirus, Beet ringspot virus	231	10.0	2266	86.0	5.5e-05	40.9	7.1	1-2266	166-228	266	95.5	1.6e-06	40.1	7.1	1204-1469	166-229	2	95.77756429151044
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	NP_620566.1	2081	1167	1369	96.1	93.6	96.5	plus_ssRNA	Picornavirales	Secoviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Secoviridae, Sadwavirus, Satsuma dwarf virus	231	10.0	2081	93.6	8.6e-06	46.0	8.9	1-2081	5-204	590	96.1	1e-06	45.5	8.9	848-1437	5-204	2	96.21273216335084
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_006347591.1	2284	1266	1449	95.6	92.1	96.4	plus_ssRNA	Picornavirales	Secoviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Secoviridae, Comovirinae, Nepovirus, Grapevine deformation virus	231	10.0	2284	92.1	1.4e-05	45.0	8.0	1-2284	32-213	607	95.6	1.3e-06	44.9	7.8	881-1487	32-214	2	95.72496617583269
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009342468.1	2316	1244	1441	96.2	94.1	96.8	plus_ssRNA	Picornavirales	Secoviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Secoviridae, Comovirinae, Nepovirus, unclassified Nepovirus, Petunia chlorotic mottle virus	231	10.0	2316	94.1	1e-06	52.8	3.6	1-2316	33-228	601	96.2	9.8e-08	51.6	3.6	866-1466	33-228	2	96.47125762577348
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009351878.1	2167	1216	1285	95.7	93.1	46.9	plus_ssRNA	Picornavirales	Secoviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Secoviridae, Comovirinae, Nepovirus, Peach rosette mosaic virus	231	10.0	2167	93.1	2.6e-06	49.6	4.4	1-2167	31-96	730	95.7	3.1e-07	49.7	4.4	767-1496	31-96	2	95.68504320306972
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009010972.1	3347	1915	1981	96	94.9	97	plus_ssRNA	Picornavirales	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, unclassified Picornavirales, Posavirus 2	231	10.0	3347	94.9	5.2e-06	49.8	10.7	1-3347	166-228	1663	96.0	1.5e-06	49.8	10.7	370-2032	166-228	2	96.00526706367972
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009270629.1	3027	1579	1643	96	93.8	96.4	plus_ssRNA	Picornavirales	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, unclassified Picornavirales, Picornavirales Bu-1	231	10.0	3027	93.8	4.4e-06	49.7	7.4	1-3027	168-225	906	96.0	5.9e-07	49.2	7.4	787-1692	168-224	2	96.0979656525031
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009407937.1	2297	1542	1736	95.8	93.7	96.9	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Solenopsis invicta virus 4	231	10.0	2297	93.7	3.8e-06	48.8	6.7	1-2297	30-228	912	95.8	7.6e-07	48.6	7.2	872-1783	30-227	2	95.7163845052225
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009329824.1	2415	995	1048	97	94.8	96.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Bivalve RNA virus G4	231	10.0	2415	94.8	3.1e-06	49.7	8.6	1-2415	167-225	539	97.0	1.2e-07	50.4	8.7	633-1171	167-225	2	96.86814647104706
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009333341.1	2900	1849	2033	96.9	93.8	96.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai paphia shell virus 3	231	10.0	2900	93.8	1.9e-05	45.1	11.9	1-2900	34-206	373	96.9	6.3e-07	44.1	11.9	1799-2171	11-206	2	97.0308964144152
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009333397.1	1703	942	1149	95.3	94.7	96.6	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai sesarmid crab virus 1	231	10.0	1703	94.7	6.3e-06	45.9	10.1	1-1703	4-229	1241	95.3	3.8e-06	45.8	10.1	1-1241	4-229	2	95.32834553615237
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009333403.1	1914	1134	1325	96.1	93.9	96.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 2	231	10.0	1914	93.9	2.8e-06	48.8	6.0	1-1914	9-224	468	96.1	3.6e-07	46.8	6.0	1002-1469	9-224	2	96.48193982418317
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009333445.1	2956	1055	1218	95.7	88.6	95.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 52	231	10.0	2956	88.6	7.9e-05	40.9	10.0	1-2956	35-205	415	95.7	3.6e-06	40.5	10.0	981-1395	35-205	2	95.80178302230581
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009333483.1	1859	981	1054	95.8	92.9	57.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 58	231	10.0	1859	92.9	2.2e-05	42.7	10.2	1-1859	29-96	432	95.8	4.2e-06	40.2	11.0	914-1345	29-96	2	96.21749260349593
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009333571.1	2536	1917	1967	96.6	93.8	97.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai sea slater virus 2	231	10.0	2536	93.8	1e-06	53.3	2.9	1-2536	172-224	404	96.6	3.4e-08	51.8	2.9	1624-2027	172-224	2	96.85492226724121
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009333583.1	1765	1157	1210	96.5	91.5	96.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 19	231	10.0	1765	91.5	5.2e-06	46.7	4.2	1-1765	171-227	242	96.5	8.3e-08	46.4	4.2	1106-1347	171-227	3	96.57693296173666
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009333585.1	2514	1799	1969	96.5	93.7	96.7	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai picorna-like virus 122	231	10.0	2514	93.7	6.3e-06	47.8	8.3	1-2514	28-204	574	96.5	3.1e-07	48.4	8.1	1421-1994	28-222	2	96.47207235731385
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009336505.1	3441	1393	1579	96.4	95	97.4	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Changjiang picorna-like virus 16	231	10.0	3441	95.0	6.5e-06	49.2	11.9	1-3441	35-227	1102	96.4	1.2e-06	48.3	11.9	632-1733	35-227	2	96.57971701841724
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009336535.1	2948	1183	1265	95.9	94.4	97.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei tetragnatha maxillosa virus 4	231	10.0	2948	94.4	1.8e-06	52.3	6.1	1-2948	34-112	929	95.9	3.2e-07	51.0	5.5	562-1490	34-112	2	96.31963940017485
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009336650.1	2094	1463	1519	95.9	88.6	96.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenling crustacean virus 6	231	10.0	2094	88.6	6.4e-06	46.9	2.3	1-2094	169-228	300	95.9	1.2e-07	46.9	2.3	1329-1628	169-227	3	95.89790045967753
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009336770.1	2891	1361	1420	96.7	94.4	97.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 23	231	10.0	2891	94.4	1e-06	53.9	4.5	1-2891	170-229	515	96.7	4.7e-08	52.5	4.5	1037-1551	170-229	2	96.9220894137796
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009336794.1	1578	805	1028	96.3	93.4	95.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 15	231	10.0	1578	93.4	1e-06	50.7	2.1	1-1578	2-228	300	96.3	4.8e-08	49.0	2.1	751-1050	2-228	4	96.65181793122775
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009337057.1	2275	1659	1717	95.1	90.7	96.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 37	231	10.0	2275	90.7	3.7e-06	48.9	2.5	1-2275	166-222	518	95.1	3.3e-07	47.6	2.5	1228-1745	166-222	2	95.55026352414873
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009337143.1	2373	1449	1671	95.6	88.9	95	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 54	231	10.0	2373	88.9	0.00012	38.8	11.2	1-2373	23-224	300	95.6	7.5e-06	37.0	11.2	1386-1685	23-225	3	96.0986656568936
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009337153.1	1572	925	980	95.8	93.9	97	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 20	231	10.0	1572	93.9	1.5e-06	49.7	4.1	1-1572	173-229	637	95.8	2.4e-07	49.7	4.1	456-1092	173-229	2	95.85398917226735
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009337351.1	2920	1225	1276	96	85.9	96.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 65	231	10.0	2920	85.9	2e-05	44.9	4.2	1-2920	175-227	300	96.0	2.3e-07	45.3	4.2	1074-1373	175-227	4	95.87110521430446
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009337644.1	3230	1465	1523	95.3	93.8	97	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Sanxia atyid shrimp virus 2	231	10.0	3230	93.8	1.1e-06	54.3	3.2	1-3230	168-225	1642	95.3	3.1e-07	54.4	3.2	1-1642	168-225	2	95.27258632180798
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009337666.1	2904	2132	2310	95.8	92.8	96.6	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 35	231	10.0	2904	92.8	3.4e-06	50.3	5.0	1-2904	33-221	800	95.8	3.5e-07	49.9	5.0	1546-2345	33-221	2	95.8706871139133
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009337691.1	2317	564	791	96.5	95	97	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Sanxia picorna-like virus 4	231	10.0	2317	95.0	1.1e-05	45.8	12.8	1-2317	8-229	757	96.5	1.8e-06	45.3	12.8	166-922	8-229	2	96.58016157920875
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009337701.1	2127	1247	1301	95.6	90.2	96	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 19	231	10.0	2127	90.2	5.9e-06	47.2	3.4	1-2127	171-220	300	95.6	2.9e-07	44.8	3.4	1004-1303	171-218	3	96.23492683762284
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009337710.1	3092	1179	1267	96	89.4	95.6	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 7	231	10.0	3092	89.4	9.3e-05	40.5	11.3	1-3092	8-95	416	96.0	3.4e-06	40.6	11.3	1110-1525	8-95	2	96.02581490145549
0	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	YP_009342053.1	3023	2287	2464	95.2	91.1	96.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wuhan coneheads virus 1	231	10.0	3023	91.1	3.3e-05	43.6	9.6	1-3023	33-222	802	95.2	4.2e-06	43.3	9.6	1701-2502	33-221	2	95.27739809048823
0	PF12603.7	DUF3770, Protein of unknown function (DUF3770)	YP_009422199.1	2184	166	368	96.2	93.6	96.4	minus_ssRNA	Bunyavirales	Phenuiviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Phenuiviridae, unclassified Phenuiviridae, Citrus concave gum-associated virus	236	6.5	2184	93.6	1.2e-05	49.9	10.5	1-2184	2-236	571	96.2	1.2e-06	50.1	10.5	1-571	2-236	2	96.12168441093726
0	PF12941.6	HCV_NS5a_C, HCV NS5a protein C-terminal region	NP_056931.1	2864	2075	2256	96.2	91.9	95.4	plus_ssRNA	Flaviviridae	Hepacivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Hepacivirus, Hepatitis GB virus B	242	4.4	2864	91.9	1.3e-05	52.0	8.6	1-2864	33-150	222	96.2	6.3e-07	48.6	8.6	2055-2276	33-224	2	96.80495092251053
0	PF12944.6	HAV_VP, Hepatitis A virus viral protein VP	YP_006576515.1	2474	818	903	97	94.6	96.9	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Gallivirus, Turkey gallivirus	163	8.5	2474	94.6	1.5e-06	51.8	6.0	1-2474	63-154	483	97.0	4.4e-08	52.4	6.0	734-1216	63-154	2	96.88299852529373
0	PF12944.6	HAV_VP, Hepatitis A virus viral protein VP	YP_009021568.1	2864	1107	1225	96.4	94.1	96.9	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Sicinivirus, Sicinivirus A	163	8.5	2864	94.1	1.4e-06	52.7	4.8	1-2864	63-161	798	96.4	1.1e-07	53.0	4.8	1005-1802	63-161	2	96.32495474874914
0	PF12944.6	HAV_VP, Hepatitis A virus viral protein VP	YP_009054903.1	2491	838	929	95.1	83.1	95.2	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Gallivirus, unclassified Gallivirus, Chicken gallivirus 1	163	8.5	2491	83.1	3.5e-05	42.5	4.4	1-2491	63-154	300	95.1	7.7e-07	42.6	4.4	739-1038	64-154	3	95.08955620808533
0	PF13532.5	2OG-FeII_Oxy_2, 2OG-Fe(II) oxygenase superfamily	YP_009407918.1	3185	592	669	95.3	90.8	96.8	plus_ssRNA	Closteroviridae	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Closteroviridae, unclassified Closteroviridae, Actinidia virus 1	229	8.3	3185	90.8	2e-06	55.1	0.8	1-3185	103-176	846	95.3	1.4e-07	55.7	0.8	1-846	103-176	2	95.06893613030383
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	YP_007438864.1	7391	5978	6108	95.5	92.5	96.6	dsRNA viruses	unclassified	unclassified	Viruses, dsRNA viruses, Gentian Kobu-sho-associated virus	691	8.3	7391	92.5	1e-05	60.8	10.0	1-7391	407-519	1979	95.5	1.5e-06	61.2	10.0	4398-6376	407-519	2	95.38081450776727
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	NP_044598.1	2165	1812	2007	95.4	92.7	95.8	minus_ssRNA	Mononegavirales	Pneumoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Pneumoviridae, Pneumovirus, unclassified Pneumovirus, Respiratory syncytial virus	691	8.3	2165	92.7	8.4e-06	55.6	8.7	1-2165	308-516	300	95.4	1e-06	51.1	7.0	1708-2007	306-510	3	96.64660799808391
0	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	NP_048058.1	2162	1808	2006	95.3	93.6	96.3	minus_ssRNA	Mononegavirales	Pneumoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Pneumoviridae, Orthopneumovirus, Bovine orthopneumovirus	691	8.3	2162	93.6	3.7e-06	58.4	7.7	1-2162	306-513	758	95.3	8.2e-07	57.5	6.8	1405-2162	306-513	2	95.77003964903535
